credit_id,customer_id,credit_type,principal_amount,outstanding_balance,interest_rate,disbursement_date,maturity_date,collectibility,branch_code,status
6871,9140,Mortgage,616676728,336085017,6.46,2021-10-17,2041-05-31,CURRENT,MDN01,ACTIVE
6872,1306,Mortgage,1923719448,850323170,5.9,2025-08-08,2031-05-12,CURRENT,JKT01,ACTIVE
6873,5927,Mortgage,625463662,426480545,9.55,2019-10-08,2030-06-25,CURRENT,YGY01,ACTIVE
6874,2077,Working Capital,729435436,307526714,8.76,2021-09-25,2027-10-08,CURRENT,BDG01,ACTIVE
6875,6170,Working Capital,492846202,302754061,8.45,2020-04-22,2028-02-01,SPECIAL_MENTION,BDG01,ACTIVE
6876,8477,Personal Loan,133208273,92722639,16.33,2025-12-13,2033-06-22,CURRENT,YGY01,ACTIVE
6877,1346,Auto Loan,131498179,100385227,8.51,2023-08-22,2031-04-26,CURRENT,SBY01,ACTIVE
6878,3713,Personal Loan,108220979,50142452,8.71,2021-09-19,2027-10-08,CURRENT,JKT02,ACTIVE
6879,1366,Personal Loan,166788670,156087111,17.31,2018-10-04,2027-06-30,CURRENT,SMG01,ACTIVE
6880,9125,Auto Loan,381187407,313680342,8.18,2021-05-12,2026-04-18,CURRENT,YGY01,ACTIVE
6881,8114,Credit Card,236684479,141829872,20.2,2022-02-02,2026-11-27,CURRENT,BDG01,ACTIVE
6882,2857,Mortgage,592349857,210989898,7.49,2021-07-26,2032-02-04,CURRENT,MDN01,ACTIVE
6883,3676,Credit Card,95934337,39012883,19.76,2019-05-05,2026-10-06,SUBSTANDARD,SBY01,ACTIVE
6884,7227,Auto Loan,319860873,206352860,10.05,2022-11-26,2029-11-05,CURRENT,JKT01,ACTIVE
6885,9461,Mortgage,382678854,224298758,8.87,2021-04-06,2040-04-30,CURRENT,SMG01,ACTIVE
6886,3271,Credit Card,122498786,55091073,18.49,2016-01-27,2026-05-25,CURRENT,JKT01,ACTIVE
6887,9096,Mortgage,1430019041,717260708,8.19,2025-04-11,2032-01-27,CURRENT,BDG01,ACTIVE
6888,2356,Personal Loan,180888041,126062994,17.02,2017-09-27,2027-06-25,CURRENT,YGY01,ACTIVE
6889,4678,Personal Loan,61993699,50551315,16.68,2025-02-01,2032-03-19,CURRENT,SBY01,ACTIVE
6890,5462,Working Capital,1040163798,725150807,8.44,2024-12-11,2027-04-18,CURRENT,SBY01,ACTIVE
6891,4682,Credit Card,73959747,37306996,18.68,2021-03-10,2027-04-28,CURRENT,JKT02,ACTIVE
6892,5599,Personal Loan,137161200,70088996,8.5,2021-12-16,2027-11-12,CURRENT,JKT01,ACTIVE
6893,1418,Credit Card,61539212,43472177,20.59,2016-04-06,2028-06-17,CURRENT,SMG01,ACTIVE
6894,5666,Personal Loan,48534701,29992321,9.49,2022-08-19,2027-11-17,SPECIAL_MENTION,BDG01,ACTIVE
6895,7538,Auto Loan,269957930,790632,11.02,2018-07-17,2024-05-20,CURRENT,BDG01,CLOSED
6896,9425,Personal Loan,191627623,65929969,10.63,2019-03-16,2028-06-08,CURRENT,JKT02,ACTIVE
6897,3206,Credit Card,52311933,301363,21.15,2017-08-27,2021-08-22,CURRENT,YGY01,CLOSED
6898,529,Personal Loan,76030723,878103,9.53,2023-10-10,2026-03-06,CURRENT,MDN01,CLOSED
6899,8007,Mortgage,1834429839,1301599568,9.89,2020-10-26,2040-06-07,SPECIAL_MENTION,JKT02,ACTIVE
6900,1882,Credit Card,86576544,44196990,20.59,2021-11-14,2026-12-04,CURRENT,JKT02,ACTIVE
6901,7448,Credit Card,31092291,26552875,21.44,2021-11-10,2028-03-29,SPECIAL_MENTION,MDN01,ACTIVE
6902,7086,Working Capital,724751725,240364178,7.37,2019-09-22,2028-06-22,CURRENT,SMG01,ACTIVE
6903,1910,Mortgage,1162477811,490895747,6.9,2025-12-01,2032-11-29,SPECIAL_MENTION,JKT02,RESTRUCTURED
6904,9432,Personal Loan,94324643,68202929,11.04,2016-12-10,2027-06-02,CURRENT,MDN01,ACTIVE
6905,347,Working Capital,735642338,307099042,8.32,2018-02-27,2027-02-01,SPECIAL_MENTION,JKT02,ACTIVE
6906,1733,Mortgage,547208977,517516438,6.77,2021-11-14,2035-08-25,SUBSTANDARD,SBY01,ACTIVE
6907,9949,Working Capital,2238399922,31556100,9.79,2025-04-06,2026-01-05,CURRENT,BDG01,CLOSED
6908,8377,Personal Loan,149735410,114200944,14.34,2021-07-24,2026-09-27,CURRENT,JKT01,ACTIVE
6909,4596,Credit Card,78934991,52490655,18.66,2018-11-12,2028-03-20,CURRENT,JKT02,ACTIVE
6910,2344,Mortgage,731408065,577620222,8.33,2016-10-29,2026-05-08,DOUBTFUL,JKT02,RESTRUCTURED
6911,8150,Working Capital,715005386,394068386,11.39,2022-01-19,2027-04-16,CURRENT,JKT02,ACTIVE
6912,7616,Auto Loan,402033860,255328364,10.19,2019-09-12,2028-01-24,CURRENT,JKT02,ACTIVE
6913,7116,Mortgage,589867029,240989037,7.59,2025-04-05,2035-03-05,CURRENT,SBY01,ACTIVE
6914,3346,Personal Loan,118903665,69292592,9.22,2023-02-04,2028-06-02,CURRENT,SBY01,ACTIVE
6915,8166,Personal Loan,111868198,93905484,10.51,2019-06-08,2026-08-29,CURRENT,SBY01,ACTIVE
6916,867,Credit Card,56526948,22222941,19.79,2024-08-05,2027-02-03,CURRENT,YGY01,ACTIVE
6917,1254,Personal Loan,51425202,34675755,15.65,2024-03-18,2028-09-07,CURRENT,SBY01,ACTIVE
6918,6983,Auto Loan,603013955,418439248,6.81,2023-07-17,2030-06-26,CURRENT,SMG01,ACTIVE
6919,96,Working Capital,326930573,9279900,8.49,2022-08-08,2025-08-21,CURRENT,SMG01,CLOSED
6920,9264,Mortgage,877620861,242141833,8.58,2020-06-28,2029-05-15,CURRENT,JKT01,ACTIVE
6921,9018,Credit Card,58124869,32249215,18.51,2016-07-08,2027-05-20,CURRENT,MDN01,ACTIVE
6922,1565,Working Capital,417030419,286524761,8.64,2016-11-05,2028-03-02,CURRENT,JKT02,ACTIVE
6923,7909,Personal Loan,108754619,648938,15.28,2024-02-06,2026-01-13,CURRENT,YGY01,CLOSED
6924,536,Personal Loan,176649117,148731065,7.96,2021-07-19,2026-05-24,CURRENT,BDG01,ACTIVE
6925,4390,Credit Card,95897560,55944386,20.43,2023-07-14,2027-12-08,CURRENT,SBY01,ACTIVE
6926,8787,Mortgage,1230603673,563494872,5.98,2023-06-22,2041-05-19,CURRENT,MDN01,ACTIVE
6927,9063,Personal Loan,179043867,135630797,16.93,2026-02-01,2033-05-31,CURRENT,JKT01,ACTIVE
6928,9760,Credit Card,121514545,41146885,17.57,2022-01-05,2027-03-11,CURRENT,JKT01,ACTIVE
6929,4930,Mortgage,1238518024,542249572,7.44,2020-10-04,2035-10-04,CURRENT,JKT01,ACTIVE
6930,7891,Mortgage,748600150,272098046,9.51,2023-11-13,2036-01-23,CURRENT,MDN01,ACTIVE
6931,5526,Mortgage,643699663,396631205,10.21,2021-01-27,2040-05-13,CURRENT,MDN01,ACTIVE
6932,417,Auto Loan,259131606,144810634,7.64,2021-12-05,2027-01-07,CURRENT,JKT01,ACTIVE
6933,4043,Personal Loan,67610652,39067208,9.09,2018-10-25,2027-08-16,CURRENT,SBY01,ACTIVE
6934,9789,Personal Loan,106598769,39469157,13.64,2020-04-21,2026-12-28,SPECIAL_MENTION,MDN01,ACTIVE
6935,2813,Personal Loan,97238284,44248253,11.04,2021-12-01,2027-06-10,CURRENT,SMG01,ACTIVE
6936,5749,Personal Loan,138151059,46746295,11.27,2021-08-17,2026-04-12,CURRENT,SMG01,ACTIVE
6937,112,Auto Loan,325874885,228730349,5.89,2022-02-20,2027-05-22,CURRENT,BDG01,ACTIVE
6938,2744,Working Capital,2475300955,1467366360,9.82,2022-07-15,2028-06-01,CURRENT,SBY01,ACTIVE
6939,5213,Auto Loan,169597927,71760720,10.38,2020-07-20,2027-04-01,CURRENT,SBY01,ACTIVE
6940,6991,Auto Loan,313195428,160675516,9.48,2020-08-17,2026-09-29,CURRENT,SMG01,ACTIVE
6941,6975,Credit Card,44540682,12803135,19.41,2016-03-08,2027-02-21,CURRENT,JKT01,ACTIVE
6942,691,Personal Loan,52853493,14721318,15.75,2021-03-05,2028-04-20,CURRENT,SMG01,ACTIVE
6943,4962,Mortgage,2174790107,1052057871,6.67,2024-06-17,2044-06-10,SPECIAL_MENTION,SBY01,RESTRUCTURED
6944,947,Auto Loan,160774387,140455269,7.07,2022-03-04,2027-02-23,CURRENT,MDN01,ACTIVE
6945,48,Mortgage,1150181795,769637534,8.36,2020-10-16,2031-02-28,CURRENT,SBY01,ACTIVE
6946,4218,Personal Loan,76314184,69145224,13.09,2025-05-06,2032-02-02,CURRENT,YGY01,ACTIVE
6947,481,Credit Card,65484772,45219553,23.37,2016-06-13,2027-06-15,DOUBTFUL,BDG01,RESTRUCTURED
6948,6222,Working Capital,588906801,341072442,8.01,2025-07-09,2031-01-16,CURRENT,MDN01,ACTIVE
6949,7294,Personal Loan,102112067,76463261,11.81,2016-12-02,2027-02-03,CURRENT,JKT02,ACTIVE
6950,8510,Working Capital,409794526,205469014,8.48,2024-12-29,2031-08-02,CURRENT,BDG01,ACTIVE
6951,9992,Auto Loan,464018682,284619723,8.76,2019-06-07,2027-05-15,CURRENT,YGY01,ACTIVE
6952,5120,Auto Loan,437047970,309783923,7.11,2025-08-24,2030-02-15,CURRENT,JKT02,ACTIVE
6953,5343,Mortgage,1231267173,565372694,5.75,2016-10-11,2034-09-05,CURRENT,BDG01,ACTIVE
6954,8713,Auto Loan,302400025,218774993,11.03,2025-06-08,2033-01-14,CURRENT,MDN01,ACTIVE
6955,3669,Working Capital,1445969195,1084908590,8.39,2022-09-04,2028-09-14,SPECIAL_MENTION,YGY01,ACTIVE
6956,921,Auto Loan,363201861,5987524,6.38,2019-03-23,2022-06-20,CURRENT,SMG01,CLOSED
6957,5909,Working Capital,626436439,374033522,11.96,2022-10-15,2027-09-11,CURRENT,JKT01,ACTIVE
6958,311,Working Capital,372717444,230056847,12.42,2017-09-02,2027-06-01,CURRENT,BDG01,ACTIVE
6959,4993,Working Capital,1539645899,1338802789,8.93,2019-04-26,2027-05-26,CURRENT,YGY01,ACTIVE
6960,7998,Mortgage,2446117177,1119155089,8.48,2018-07-16,2033-03-21,CURRENT,SBY01,ACTIVE
6961,649,Mortgage,792889611,438022792,9.06,2019-05-31,2036-03-22,SPECIAL_MENTION,JKT02,ACTIVE
6962,2423,Credit Card,91420812,47091499,17.7,2018-05-03,2027-04-18,CURRENT,BDG01,ACTIVE
6963,3185,Auto Loan,378994084,241320570,6.79,2017-10-04,2027-12-30,CURRENT,YGY01,ACTIVE
6964,9876,Mortgage,1278951335,499318200,9.05,2018-04-03,2027-06-10,CURRENT,MDN01,ACTIVE
6965,2778,Credit Card,77469205,20751599,22.05,2025-12-08,2027-12-30,CURRENT,JKT01,ACTIVE
6966,1771,Auto Loan,369849695,207569499,9.86,2024-03-30,2030-03-09,SPECIAL_MENTION,SBY01,ACTIVE
6967,7471,Credit Card,42230165,38389266,23.75,2022-03-21,2028-05-02,SPECIAL_MENTION,JKT01,RESTRUCTURED
6968,1954,Personal Loan,108259484,65997496,14.0,2016-09-23,2027-07-12,DOUBTFUL,JKT02,ACTIVE
6969,7869,Personal Loan,87633361,58336106,12.38,2018-08-08,2028-05-18,DOUBTFUL,JKT02,RESTRUCTURED
6970,3964,Auto Loan,285897159,174191685,11.07,2017-02-14,2027-10-22,CURRENT,YGY01,ACTIVE
6971,6920,Mortgage,996147885,12249368,9.77,2023-07-09,2026-01-28,CURRENT,YGY01,CLOSED
6972,8458,Working Capital,1593406480,1174850249,13.18,2023-01-25,2028-06-30,CURRENT,SMG01,ACTIVE
6973,1099,Personal Loan,45238375,38343805,14.39,2017-06-23,2026-04-30,SPECIAL_MENTION,JKT02,RESTRUCTURED
6974,1377,Mortgage,449127770,361223596,10.12,2018-08-23,2033-03-02,CURRENT,SBY01,ACTIVE
6975,2042,Working Capital,659234233,16980882,11.43,2018-02-17,2023-11-15,CURRENT,JKT02,CLOSED
6976,3328,Personal Loan,80378630,51216471,11.51,2021-03-01,2027-04-08,CURRENT,YGY01,ACTIVE
6977,2609,Personal Loan,171631856,127691987,11.77,2016-05-05,2026-04-30,CURRENT,YGY01,ACTIVE
6978,3152,Credit Card,72322008,68708048,20.06,2024-10-22,2029-03-31,CURRENT,MDN01,ACTIVE
6979,6487,Mortgage,1276167433,875294293,6.56,2024-11-30,2037-03-07,SPECIAL_MENTION,SMG01,RESTRUCTURED
6980,5680,Personal Loan,38288274,21418601,16.47,2019-02-25,2027-05-12,CURRENT,SBY01,ACTIVE
6981,7574,Auto Loan,474136789,334944663,5.64,2018-12-08,2026-12-01,CURRENT,SBY01,ACTIVE
6982,4307,Credit Card,61002414,39192532,22.83,2018-05-02,2027-04-25,CURRENT,SBY01,ACTIVE
6983,5994,Working Capital,1404611034,551438023,9.01,2020-10-16,2027-08-01,CURRENT,JKT01,ACTIVE
6984,3090,Auto Loan,376437301,335130728,7.93,2022-05-10,2026-10-07,CURRENT,BDG01,ACTIVE
6985,4084,Personal Loan,636948902,278756332,9.22,2016-08-29,2026-09-01,SPECIAL_MENTION,JKT01,ACTIVE
6986,8611,Credit Card,81802356,44841018,22.02,2020-07-14,2026-09-22,CURRENT,YGY01,ACTIVE
6987,3583,Auto Loan,140101369,517846,7.8,2020-02-01,2024-07-30,CURRENT,JKT01,CLOSED
6988,300,Working Capital,286499536,168687995,8.69,2023-07-31,2026-11-29,CURRENT,JKT02,ACTIVE
6989,4091,Mortgage,1201840039,1048911595,6.98,2022-05-29,2037-10-28,CURRENT,SMG01,ACTIVE
6990,3246,Auto Loan,271015313,196553062,9.78,2016-08-05,2028-07-14,CURRENT,YGY01,ACTIVE
6991,2815,Mortgage,923296353,491953540,7.48,2024-09-08,2030-06-10,CURRENT,SMG01,ACTIVE
6992,3393,Mortgage,907267600,501391690,9.82,2022-04-19,2033-03-06,CURRENT,MDN01,ACTIVE
6993,912,Working Capital,679369487,397265988,11.06,2020-02-20,2028-08-19,CURRENT,BDG01,ACTIVE
6994,7998,Auto Loan,389668307,205580089,9.22,2019-12-11,2027-12-19,CURRENT,BDG01,ACTIVE
6995,7843,Auto Loan,370993944,272948947,11.88,2022-04-01,2029-06-18,CURRENT,YGY01,ACTIVE
6996,2958,Working Capital,427432794,2073236,12.26,2025-01-22,2025-12-03,CURRENT,SMG01,CLOSED
6997,7574,Mortgage,773142399,598796099,8.07,2023-03-25,2031-07-15,CURRENT,MDN01,ACTIVE
6998,7269,Auto Loan,430968425,95613649,7.7,2020-03-16,2027-11-03,CURRENT,MDN01,RESTRUCTURED
6999,1421,Mortgage,1238869755,944518148,9.39,2023-10-12,2038-01-17,CURRENT,SMG01,ACTIVE
7000,8582,Auto Loan,288033735,189372845,8.11,2017-07-25,2027-03-07,CURRENT,JKT01,ACTIVE
7001,2591,Mortgage,1706231190,900796767,7.63,2020-07-28,2027-04-01,SPECIAL_MENTION,SMG01,ACTIVE
7002,6628,Personal Loan,103760114,50283001,8.53,2016-12-08,2028-03-26,CURRENT,SMG01,ACTIVE
7003,9443,Credit Card,150147383,93007828,20.02,2017-01-27,2027-11-18,CURRENT,YGY01,ACTIVE
7004,4435,Mortgage,2002733898,46076866,8.45,2019-12-30,2026-01-09,CURRENT,BDG01,CLOSED
7005,8153,Personal Loan,72864570,61383166,16.53,2023-10-19,2028-05-11,CURRENT,SBY01,ACTIVE
7006,8221,Mortgage,928984382,664700487,6.05,2017-11-04,2027-09-15,CURRENT,YGY01,ACTIVE
7007,3648,Mortgage,2115228039,925419781,8.51,2016-02-21,2026-08-21,SPECIAL_MENTION,JKT02,ACTIVE
7008,1469,Personal Loan,109908243,98574992,11.03,2024-01-07,2031-08-24,CURRENT,JKT01,ACTIVE
7009,5822,Personal Loan,174859559,90622371,13.89,2016-01-22,2027-09-06,SPECIAL_MENTION,BDG01,RESTRUCTURED
7010,3828,Working Capital,780464052,462047804,12.0,2016-05-29,2027-12-20,CURRENT,SBY01,ACTIVE
7011,9986,Auto Loan,556767610,458523671,8.42,2019-09-10,2026-11-26,SPECIAL_MENTION,JKT01,ACTIVE
7012,3674,Mortgage,1161593904,953383170,5.81,2017-11-09,2027-03-24,CURRENT,SBY01,ACTIVE
7013,971,Mortgage,971035018,690065782,7.39,2017-05-27,2026-05-19,CURRENT,MDN01,ACTIVE
7014,8489,Personal Loan,120267271,90626474,12.05,2025-12-20,2032-09-16,CURRENT,JKT02,ACTIVE
7015,8859,Personal Loan,73813399,56295656,10.69,2016-10-05,2027-11-12,DOUBTFUL,YGY01,ACTIVE
7016,7365,Personal Loan,127247548,80227994,11.59,2019-01-17,2026-04-27,CURRENT,SBY01,ACTIVE
7017,6923,Credit Card,79322311,60280459,18.36,2016-04-06,2026-10-27,SUBSTANDARD,JKT01,ACTIVE
7018,1719,Personal Loan,116305112,78766470,9.4,2022-11-22,2026-08-15,DOUBTFUL,SMG01,ACTIVE
7019,8359,Personal Loan,93030576,49551182,16.29,2022-09-23,2029-11-26,CURRENT,SMG01,ACTIVE
7020,8584,Credit Card,136736097,81032062,21.81,2025-11-26,2027-08-19,CURRENT,SBY01,ACTIVE
7021,4821,Auto Loan,377986647,217961171,7.42,2026-02-08,2031-09-19,CURRENT,YGY01,ACTIVE
7022,9542,Mortgage,1186728559,445077848,10.05,2016-09-15,2032-06-18,CURRENT,BDG01,ACTIVE
7023,197,Credit Card,55318234,31206351,21.98,2017-11-19,2026-12-06,CURRENT,SMG01,ACTIVE
7024,4086,Personal Loan,291274482,170991786,14.57,2023-08-25,2030-08-29,SPECIAL_MENTION,SBY01,RESTRUCTURED
7025,937,Working Capital,298444167,215775656,10.57,2016-11-26,2027-05-05,CURRENT,YGY01,ACTIVE
7026,3395,Personal Loan,171203011,77444220,12.23,2023-03-24,2028-11-08,CURRENT,SMG01,ACTIVE
7027,4453,Auto Loan,218821204,161787686,9.62,2019-09-05,2027-08-28,CURRENT,SMG01,ACTIVE
7028,1478,Auto Loan,343652364,309622970,8.45,2020-07-18,2028-09-01,CURRENT,YGY01,ACTIVE
7029,332,Credit Card,31157197,20613782,24.07,2026-02-18,2028-10-17,CURRENT,JKT01,ACTIVE
7030,786,Mortgage,1180105073,818872367,6.34,2025-08-12,2034-08-09,CURRENT,BDG01,ACTIVE
7031,2635,Personal Loan,130762216,101499140,12.42,2022-04-14,2028-02-15,CURRENT,BDG01,ACTIVE
7032,8190,Mortgage,483961107,314455115,6.44,2024-06-08,2032-03-05,CURRENT,YGY01,ACTIVE
7033,5335,Credit Card,99356068,303372,19.56,2023-01-05,2026-03-23,CURRENT,JKT02,CLOSED
7034,139,Mortgage,713049979,584152560,6.61,2019-10-02,2031-10-28,DOUBTFUL,YGY01,ACTIVE
7035,5411,Auto Loan,404697100,294400061,7.71,2019-09-03,2028-07-09,CURRENT,MDN01,ACTIVE
7036,9603,Working Capital,395641096,226533795,10.35,2019-08-20,2027-01-02,CURRENT,SBY01,ACTIVE
7037,4624,Auto Loan,233612058,141882922,10.12,2024-08-10,2030-08-10,DOUBTFUL,SBY01,RESTRUCTURED
7038,6966,Working Capital,242924475,109289640,13.19,2020-12-04,2027-03-17,SPECIAL_MENTION,JKT01,ACTIVE
7039,8655,Credit Card,49243946,29331872,20.3,2021-06-08,2028-09-06,CURRENT,MDN01,ACTIVE
7040,7648,Credit Card,38237408,243422,22.2,2022-07-24,2026-02-12,CURRENT,MDN01,CLOSED
7041,9378,Mortgage,1003358632,489952005,6.13,2020-08-15,2039-08-25,CURRENT,MDN01,ACTIVE
7042,9435,Credit Card,47522607,42281,19.92,2016-05-03,2020-11-11,CURRENT,SBY01,CLOSED
7043,2346,Working Capital,1077168565,17155124,9.39,2024-04-16,2025-12-18,CURRENT,SMG01,CLOSED
7044,8131,Credit Card,121821554,85958286,18.91,2023-01-04,2027-06-14,CURRENT,YGY01,ACTIVE
7045,2437,Working Capital,567944516,375803084,10.13,2024-12-31,2029-12-30,CURRENT,JKT01,ACTIVE
7046,5898,Credit Card,83272484,33281791,23.77,2020-12-12,2028-05-20,CURRENT,JKT01,ACTIVE
7047,4441,Personal Loan,200316891,135424114,8.87,2020-08-08,2026-09-13,SPECIAL_MENTION,JKT02,RESTRUCTURED
7048,8680,Mortgage,932699441,593610521,8.23,2021-02-19,2030-11-12,CURRENT,SBY01,ACTIVE
7049,326,Mortgage,2103020549,656849176,8.6,2022-06-13,2028-08-17,CURRENT,BDG01,ACTIVE
7050,9301,Working Capital,1097539427,338590112,11.22,2020-12-27,2028-02-09,CURRENT,SMG01,ACTIVE
7051,9192,Personal Loan,106693766,46580185,11.94,2021-09-11,2026-09-14,SPECIAL_MENTION,SBY01,ACTIVE
7052,1752,Mortgage,749012885,633959776,6.48,2019-07-01,2030-07-17,CURRENT,JKT02,ACTIVE
7053,8998,Working Capital,455730246,350476500,11.02,2021-01-04,2028-08-19,CURRENT,MDN01,ACTIVE
7054,9678,Personal Loan,171641019,102156040,14.28,2021-11-05,2027-11-19,CURRENT,MDN01,ACTIVE
7055,7695,Mortgage,528796786,301534891,8.25,2016-02-10,2029-05-07,CURRENT,MDN01,ACTIVE
7056,3435,Credit Card,57435495,32681788,20.49,2021-12-29,2028-03-01,CURRENT,SMG01,ACTIVE
7057,4168,Working Capital,1256219749,626869018,13.27,2025-10-28,2032-09-25,CURRENT,YGY01,ACTIVE
7058,2922,Auto Loan,194130487,3685476,7.05,2018-11-25,2022-01-04,CURRENT,MDN01,CLOSED
7059,8758,Working Capital,1529374045,1302008819,12.63,2025-02-25,2031-06-09,CURRENT,JKT01,ACTIVE
7060,2464,Auto Loan,495239801,140438287,9.13,2021-02-16,2027-02-19,CURRENT,JKT01,ACTIVE
7061,9304,Working Capital,539200278,365232864,10.88,2022-11-12,2026-06-15,CURRENT,BDG01,ACTIVE
7062,4939,Auto Loan,283029864,229377065,7.82,2018-04-28,2028-05-11,CURRENT,JKT02,ACTIVE
7063,6589,Working Capital,372127246,279561935,13.0,2025-04-19,2031-01-27,SUBSTANDARD,MDN01,ACTIVE
7064,3795,Working Capital,98678954,50048248,11.44,2023-03-31,2029-05-11,CURRENT,MDN01,ACTIVE
7065,3578,Mortgage,601073945,175194594,10.12,2022-09-26,2040-02-22,CURRENT,BDG01,ACTIVE
7066,6850,Personal Loan,138189049,124709997,13.25,2017-11-11,2027-12-17,CURRENT,SMG01,ACTIVE
7067,3339,Mortgage,1077047183,565282498,9.85,2018-09-09,2036-11-14,SUBSTANDARD,SMG01,RESTRUCTURED
7068,834,Auto Loan,465596463,321377496,6.94,2018-05-15,2027-06-01,SUBSTANDARD,BDG01,ACTIVE
7069,2982,Personal Loan,96943559,46550905,11.91,2023-07-15,2031-01-25,CURRENT,JKT01,ACTIVE
7070,3013,Mortgage,2061086712,874020846,7.43,2017-07-17,2026-05-23,SUBSTANDARD,SMG01,ACTIVE
7071,986,Credit Card,92237943,38659036,22.97,2021-04-27,2026-12-23,CURRENT,JKT02,ACTIVE
7072,6948,Credit Card,61095665,36251326,20.03,2018-10-09,2028-02-04,CURRENT,SMG01,ACTIVE
7073,8242,Credit Card,113404021,1165403,23.37,2019-09-28,2023-04-13,CURRENT,SBY01,CLOSED
7074,1014,Working Capital,1029647927,506922397,8.21,2019-10-18,2027-05-23,CURRENT,JKT02,ACTIVE
7075,6560,Working Capital,695114944,556213225,13.02,2024-09-09,2031-05-12,SPECIAL_MENTION,YGY01,ACTIVE
7076,4497,Personal Loan,555840599,245311605,9.86,2022-05-24,2027-08-20,CURRENT,JKT01,ACTIVE
7077,1738,Credit Card,60747602,35025550,21.88,2018-09-15,2026-10-24,SUBSTANDARD,SMG01,ACTIVE
7078,341,Working Capital,2050061061,1176780605,13.62,2022-11-11,2027-01-06,CURRENT,SMG01,ACTIVE
7079,1014,Working Capital,2018648038,917556901,8.41,2020-11-14,2026-08-22,CURRENT,JKT02,ACTIVE
7080,2515,Personal Loan,126779687,68089981,15.55,2019-12-11,2028-05-28,SUBSTANDARD,MDN01,RESTRUCTURED
7081,4326,Personal Loan,227829232,118589450,12.66,2017-05-20,2027-03-29,DOUBTFUL,SMG01,ACTIVE
7082,7441,Auto Loan,286466014,188433,8.75,2018-10-30,2025-06-19,CURRENT,BDG01,CLOSED
7083,8252,Credit Card,53238869,47564067,18.34,2026-01-03,2029-03-10,CURRENT,BDG01,ACTIVE
7084,97,Auto Loan,497182460,329350635,5.47,2016-05-28,2026-05-13,CURRENT,SMG01,ACTIVE
7085,3430,Personal Loan,255066626,191243329,12.38,2024-07-25,2031-10-28,CURRENT,YGY01,ACTIVE
7086,210,Working Capital,221000528,144920866,10.89,2019-06-07,2028-05-26,CURRENT,MDN01,ACTIVE
7087,1103,Mortgage,898638165,845008979,9.24,2019-04-22,2031-12-22,CURRENT,BDG01,ACTIVE
7088,6502,Working Capital,1707227801,1397788725,9.96,2018-04-03,2026-09-11,CURRENT,SBY01,ACTIVE
7089,4626,Working Capital,169514990,58561,7.98,2019-12-13,2025-12-24,CURRENT,BDG01,CLOSED
7090,6315,Working Capital,534608195,238596818,7.83,2024-05-03,2027-05-27,CURRENT,YGY01,ACTIVE
7091,2130,Mortgage,1138604203,24165778,7.28,2016-08-29,2026-02-02,CURRENT,BDG01,CLOSED
7092,3423,Auto Loan,153233563,88047358,9.3,2022-04-29,2026-12-31,CURRENT,JKT01,ACTIVE
7093,4090,Personal Loan,85109949,57332092,11.52,2016-03-05,2028-02-17,CURRENT,JKT02,ACTIVE
7094,4293,Auto Loan,430784071,320994376,7.87,2016-07-20,2028-07-08,CURRENT,MDN01,ACTIVE
7095,9416,Credit Card,49648221,21363992,22.1,2017-01-17,2026-06-26,DOUBTFUL,SMG01,ACTIVE
7096,8984,Personal Loan,180999861,134373776,14.79,2022-12-14,2027-10-26,CURRENT,JKT01,ACTIVE
7097,1253,Mortgage,589566892,377134907,9.45,2020-01-17,2035-05-20,SUBSTANDARD,BDG01,RESTRUCTURED
7098,6064,Credit Card,129751028,78951767,19.74,2022-04-24,2027-01-31,SPECIAL_MENTION,YGY01,ACTIVE
7099,4495,Mortgage,876031786,293267973,7.8,2024-06-25,2042-12-23,CURRENT,SMG01,ACTIVE
7100,1873,Mortgage,995677359,6354204,9.33,2020-09-18,2026-01-23,CURRENT,JKT01,CLOSED
7101,8127,Credit Card,18222088,8763765,20.22,2023-01-07,2027-10-07,CURRENT,MDN01,ACTIVE
7102,4819,Personal Loan,138689988,3451917,9.1,2019-12-02,2026-01-29,CURRENT,YGY01,CLOSED
7103,915,Personal Loan,188093119,139030710,14.36,2019-05-19,2026-10-15,SPECIAL_MENTION,SBY01,ACTIVE
7104,3528,Personal Loan,390827904,194736386,17.18,2017-04-11,2028-02-07,DOUBTFUL,JKT02,ACTIVE
7105,3171,Auto Loan,307056182,4096174,10.66,2023-06-05,2026-01-18,CURRENT,YGY01,CLOSED
7106,346,Personal Loan,127227570,80533126,15.41,2025-08-02,2030-09-16,CURRENT,JKT02,ACTIVE
7107,9226,Working Capital,691022808,363791560,12.36,2020-03-07,2027-02-19,SPECIAL_MENTION,SBY01,ACTIVE
7108,1443,Personal Loan,86804157,63488368,13.9,2026-02-07,2029-03-20,CURRENT,BDG01,ACTIVE
7109,34,Personal Loan,78543430,21890556,13.54,2018-08-01,2026-10-01,CURRENT,JKT01,ACTIVE
7110,5448,Auto Loan,98235071,37167461,6.85,2021-12-19,2027-07-28,CURRENT,YGY01,ACTIVE
7111,3796,Personal Loan,65620141,47334276,14.49,2023-07-27,2028-08-30,SPECIAL_MENTION,BDG01,ACTIVE
7112,8158,Mortgage,955551172,611571239,7.69,2022-08-25,2028-10-27,CURRENT,SBY01,ACTIVE
