credit_id,customer_id,credit_type,principal_amount,outstanding_balance,interest_rate,disbursement_date,maturity_date,collectibility,branch_code,status
8016,885,Credit Card,79714468,28000451,19.18,2025-11-21,2027-11-23,CURRENT,JKT02,ACTIVE
8017,5786,Mortgage,975470058,474842215,6.5,2022-03-20,2033-09-15,SPECIAL_MENTION,SBY01,RESTRUCTURED
8018,9949,Credit Card,88521559,62439274,18.97,2020-03-07,2027-05-20,CURRENT,SMG01,ACTIVE
8019,4634,Auto Loan,400141054,2273105,10.64,2021-12-07,2026-03-23,CURRENT,BDG01,CLOSED
8020,9767,Working Capital,808070111,487995105,10.6,2017-12-27,2026-11-29,CURRENT,MDN01,ACTIVE
8021,7569,Personal Loan,268918805,144330933,16.67,2023-07-26,2030-02-01,SPECIAL_MENTION,MDN01,ACTIVE
8022,4740,Mortgage,711582549,9173835,8.76,2024-12-01,2026-03-05,CURRENT,SMG01,CLOSED
8023,1644,Credit Card,33921953,13307916,22.9,2022-04-14,2027-01-26,CURRENT,JKT01,ACTIVE
8024,7830,Mortgage,742192375,500596716,9.41,2021-11-19,2037-07-14,CURRENT,MDN01,ACTIVE
8025,4155,Mortgage,886666977,313534453,9.25,2021-03-30,2028-03-28,CURRENT,JKT02,ACTIVE
8026,3225,Auto Loan,104714574,40614334,8.71,2020-03-01,2027-09-15,CURRENT,SMG01,ACTIVE
8027,7615,Auto Loan,563137964,321380705,6.44,2025-08-24,2031-07-05,CURRENT,MDN01,ACTIVE
8028,6549,Mortgage,738473415,10604295,8.83,2025-11-21,2025-11-29,CURRENT,MDN01,CLOSED
8029,1295,Personal Loan,176821991,79508876,14.51,2025-11-22,2029-09-29,SPECIAL_MENTION,YGY01,RESTRUCTURED
8030,6583,Working Capital,216281207,115454913,8.41,2022-06-12,2027-05-20,CURRENT,JKT02,ACTIVE
8031,4099,Mortgage,1133368191,914364996,8.13,2019-01-04,2035-08-29,CURRENT,YGY01,ACTIVE
8032,8296,Mortgage,1610992867,711893903,10.31,2019-06-07,2036-01-18,CURRENT,JKT01,ACTIVE
8033,1387,Credit Card,157820369,2039460,19.31,2020-10-17,2025-06-03,CURRENT,SBY01,CLOSED
8034,444,Personal Loan,136012871,131422641,9.42,2016-08-07,2026-08-21,CURRENT,YGY01,ACTIVE
8035,9275,Credit Card,53050783,43465163,18.58,2021-10-15,2026-04-15,CURRENT,JKT01,ACTIVE
8036,6426,Auto Loan,372051086,123310895,8.37,2019-01-25,2028-02-15,CURRENT,JKT02,ACTIVE
8037,7003,Credit Card,98375010,706016,20.15,2017-07-12,2020-08-18,CURRENT,SMG01,CLOSED
8038,2065,Personal Loan,105547783,80727299,14.48,2019-01-07,2027-07-28,SPECIAL_MENTION,JKT02,RESTRUCTURED
8039,4843,Credit Card,19100415,10730074,20.22,2024-04-06,2027-10-27,CURRENT,MDN01,ACTIVE
8040,6657,Mortgage,960129910,3528464,5.6,2024-01-10,2026-03-17,CURRENT,SBY01,CLOSED
8041,9405,Mortgage,777072102,466229721,5.06,2021-02-06,2026-08-29,CURRENT,BDG01,ACTIVE
8042,8805,Mortgage,745449944,377760051,8.84,2016-11-05,2028-04-30,CURRENT,SBY01,ACTIVE
8043,7605,Personal Loan,310143711,265719801,14.57,2021-01-03,2027-07-10,CURRENT,BDG01,ACTIVE
8044,8758,Mortgage,1056641720,870805799,10.24,2019-05-17,2026-05-20,CURRENT,JKT01,RESTRUCTURED
8045,8644,Mortgage,1326251018,1177254051,8.94,2017-02-20,2031-05-01,CURRENT,YGY01,ACTIVE
8046,789,Mortgage,615363833,569836850,8.35,2025-09-19,2032-03-08,CURRENT,JKT02,ACTIVE
8047,1980,Credit Card,163332357,100580461,20.4,2018-11-26,2028-04-09,SPECIAL_MENTION,BDG01,ACTIVE
8048,8999,Mortgage,1812839556,1157530807,9.65,2021-12-08,2036-07-15,SPECIAL_MENTION,MDN01,ACTIVE
8049,4966,Auto Loan,345273766,120366186,5.99,2019-04-03,2026-05-09,CURRENT,BDG01,ACTIVE
8050,1297,Personal Loan,53638952,34948401,15.97,2021-04-21,2027-12-20,CURRENT,MDN01,ACTIVE
8051,9193,Credit Card,9951869,8308436,20.21,2019-01-31,2027-10-23,SPECIAL_MENTION,SMG01,ACTIVE
8052,9612,Mortgage,962562132,11845605,7.27,2021-06-26,2025-12-29,CURRENT,SBY01,CLOSED
8053,8334,Credit Card,219848404,124088140,21.37,2018-05-27,2028-01-22,SPECIAL_MENTION,JKT02,ACTIVE
8054,1863,Auto Loan,221654006,188472479,7.38,2020-06-18,2026-07-30,CURRENT,SBY01,ACTIVE
8055,8961,Auto Loan,353369796,253347715,6.73,2024-09-20,2027-12-13,CURRENT,MDN01,ACTIVE
8056,4732,Credit Card,39253021,30082812,21.28,2024-12-29,2027-07-15,CURRENT,SBY01,ACTIVE
8057,3523,Working Capital,2208791681,785689506,12.53,2025-03-10,2031-04-18,CURRENT,SBY01,ACTIVE
8058,9683,Personal Loan,25447392,23493646,13.11,2023-09-29,2028-03-08,CURRENT,JKT01,ACTIVE
8059,2481,Mortgage,1066543398,915056486,5.81,2017-12-17,2034-02-28,CURRENT,JKT02,ACTIVE
8060,9424,Mortgage,2193597585,69560921,6.49,2018-04-28,2026-02-20,CURRENT,SMG01,CLOSED
8061,8639,Credit Card,123621868,52717078,18.43,2025-02-13,2029-05-16,CURRENT,MDN01,ACTIVE
8062,7007,Credit Card,67635308,61098213,20.67,2023-03-27,2026-12-13,CURRENT,MDN01,ACTIVE
8063,1127,Personal Loan,137628510,100884096,16.75,2019-08-14,2028-06-17,CURRENT,YGY01,ACTIVE
8064,1066,Credit Card,45546892,17468904,19.58,2020-11-17,2026-04-24,CURRENT,BDG01,ACTIVE
8065,4136,Working Capital,1382149980,866995765,11.92,2022-03-05,2027-12-11,CURRENT,BDG01,ACTIVE
8066,3140,Credit Card,128260205,99173682,21.84,2016-02-11,2026-10-09,SPECIAL_MENTION,JKT02,ACTIVE
8067,3524,Personal Loan,140724413,97743270,11.58,2019-07-25,2028-08-15,CURRENT,SBY01,ACTIVE
8068,2548,Auto Loan,241929595,193079757,9.12,2025-09-24,2031-06-30,CURRENT,MDN01,ACTIVE
8069,3153,Personal Loan,127437147,72727709,11.72,2026-02-12,2032-05-12,CURRENT,BDG01,ACTIVE
8070,7931,Credit Card,43945052,1288650,18.33,2018-02-15,2020-11-06,CURRENT,JKT02,CLOSED
8071,4845,Auto Loan,278710695,76020084,10.19,2017-06-11,2027-05-06,SPECIAL_MENTION,YGY01,ACTIVE
8072,6173,Credit Card,79440052,44047376,20.68,2017-12-13,2026-10-26,CURRENT,JKT01,ACTIVE
8073,8385,Mortgage,708235909,410236728,5.52,2017-03-12,2026-10-01,CURRENT,MDN01,ACTIVE
8074,2130,Mortgage,2271992490,34894064,8.81,2023-05-12,2026-02-11,CURRENT,MDN01,CLOSED
8075,2699,Mortgage,532777704,359629134,9.82,2023-06-14,2040-10-22,CURRENT,SMG01,ACTIVE
8076,9385,Mortgage,734428283,612799613,10.34,2019-06-10,2037-09-15,DOUBTFUL,SMG01,ACTIVE
8077,5609,Mortgage,1189074241,677909136,5.25,2018-03-08,2028-04-26,SPECIAL_MENTION,BDG01,RESTRUCTURED
8078,234,Auto Loan,123120911,88590916,7.77,2021-01-27,2026-07-06,CURRENT,YGY01,ACTIVE
8079,4394,Personal Loan,112774645,92614031,9.65,2017-05-13,2027-07-31,CURRENT,MDN01,RESTRUCTURED
8080,9623,Credit Card,138593446,114088371,21.44,2018-11-06,2028-08-15,SPECIAL_MENTION,JKT02,RESTRUCTURED
8081,302,Mortgage,1015337667,384760972,6.57,2018-05-19,2028-02-04,CURRENT,SMG01,ACTIVE
8082,2685,Mortgage,1232762398,552223133,8.16,2018-11-06,2031-08-03,CURRENT,MDN01,ACTIVE
8083,9760,Auto Loan,199035367,90514590,9.19,2017-01-06,2026-11-09,SPECIAL_MENTION,SBY01,ACTIVE
8084,8005,Personal Loan,282961996,260994526,16.59,2023-04-17,2028-07-03,CURRENT,YGY01,ACTIVE
8085,19,Mortgage,869227790,416309004,7.73,2017-02-16,2026-09-19,SPECIAL_MENTION,YGY01,RESTRUCTURED
8086,6363,Working Capital,208015545,163951918,12.4,2018-12-15,2028-03-04,CURRENT,JKT02,ACTIVE
8087,1196,Personal Loan,78508001,38226965,12.65,2025-03-07,2027-07-31,CURRENT,YGY01,ACTIVE
8088,8291,Auto Loan,123790775,61532766,5.77,2017-11-09,2027-04-10,SPECIAL_MENTION,SBY01,ACTIVE
8089,3043,Credit Card,86667968,52780184,19.37,2020-02-26,2028-05-08,CURRENT,SBY01,ACTIVE
8090,2130,Credit Card,207413164,176367883,18.85,2021-05-27,2026-10-16,CURRENT,JKT02,ACTIVE
8091,4780,Mortgage,2276879984,707335643,9.66,2016-10-01,2030-03-20,CURRENT,SMG01,ACTIVE
8092,7229,Personal Loan,89989057,76265254,9.38,2024-06-17,2029-06-10,CURRENT,JKT01,ACTIVE
8093,1112,Credit Card,72204646,25239128,19.65,2025-08-23,2030-02-03,CURRENT,SMG01,ACTIVE
8094,8941,Mortgage,1732285042,5770668,7.16,2019-09-26,2025-12-01,CURRENT,BDG01,CLOSED
8095,7467,Personal Loan,94750895,68415201,16.48,2017-06-02,2028-06-11,SPECIAL_MENTION,SBY01,ACTIVE
8096,1674,Auto Loan,314498173,218558689,8.94,2018-05-10,2026-04-05,CURRENT,YGY01,ACTIVE
8097,8591,Personal Loan,47457789,26269066,10.01,2022-03-08,2029-05-27,SPECIAL_MENTION,JKT02,ACTIVE
8098,1481,Working Capital,1236603955,848511190,13.22,2021-08-27,2026-05-29,DOUBTFUL,JKT01,ACTIVE
8099,7990,Personal Loan,223950312,146064953,16.17,2024-12-20,2028-02-06,CURRENT,BDG01,ACTIVE
8100,3235,Mortgage,438685924,3620153,10.11,2016-07-25,2025-12-29,CURRENT,BDG01,CLOSED
8101,2009,Mortgage,822650007,423465659,8.11,2016-01-07,2026-04-29,CURRENT,BDG01,ACTIVE
8102,8465,Mortgage,1711849942,5868870,5.07,2022-07-06,2026-01-04,CURRENT,SBY01,CLOSED
8103,3102,Personal Loan,93745376,23173406,14.51,2021-09-14,2026-05-03,CURRENT,JKT02,ACTIVE
8104,4029,Mortgage,928488586,692966385,5.97,2024-01-28,2031-12-05,SPECIAL_MENTION,BDG01,ACTIVE
8105,6533,Auto Loan,490456324,206270935,6.02,2025-08-14,2031-02-16,CURRENT,JKT01,ACTIVE
8106,6731,Personal Loan,159241199,86547555,11.43,2022-08-03,2028-04-12,CURRENT,BDG01,ACTIVE
8107,658,Auto Loan,245616937,123542648,7.38,2019-11-26,2027-11-11,CURRENT,JKT01,ACTIVE
8108,2469,Personal Loan,181250864,144548148,14.07,2021-07-26,2026-12-08,CURRENT,BDG01,ACTIVE
8109,7118,Working Capital,750941852,495997222,8.73,2018-01-30,2028-02-12,CURRENT,BDG01,ACTIVE
8110,589,Credit Card,114540641,588351,21.92,2019-02-24,2022-02-08,CURRENT,SMG01,CLOSED
8111,47,Mortgage,1026028268,728356192,7.24,2024-05-04,2031-09-20,CURRENT,JKT01,ACTIVE
8112,8848,Mortgage,1189368246,36020878,10.3,2021-02-23,2026-02-11,CURRENT,SMG01,CLOSED
8113,646,Personal Loan,98719001,61855686,16.36,2020-09-21,2028-04-16,SPECIAL_MENTION,MDN01,RESTRUCTURED
8114,508,Mortgage,672760671,260168924,9.25,2018-01-23,2032-04-04,CURRENT,SBY01,ACTIVE
8115,9377,Auto Loan,456030703,351260335,7.19,2021-06-25,2027-03-02,CURRENT,MDN01,ACTIVE
8116,9695,Mortgage,820824742,650087196,10.23,2017-09-01,2031-09-09,CURRENT,BDG01,ACTIVE
8117,7549,Personal Loan,115715192,65010825,17.41,2023-09-10,2027-09-22,CURRENT,YGY01,ACTIVE
8118,2942,Mortgage,794715763,519697030,5.87,2023-11-25,2034-11-07,CURRENT,BDG01,ACTIVE
8119,1879,Working Capital,384802626,124395778,8.13,2017-07-15,2028-04-30,SPECIAL_MENTION,SBY01,ACTIVE
8120,8172,Mortgage,572376534,324276600,7.7,2016-03-25,2029-09-07,CURRENT,YGY01,ACTIVE
8121,4070,Auto Loan,279800169,200452400,10.23,2022-05-08,2027-05-23,CURRENT,JKT02,ACTIVE
8122,5030,Personal Loan,68493063,65598760,11.46,2023-02-20,2030-02-18,CURRENT,SBY01,ACTIVE
8123,9470,Auto Loan,242883481,93384968,8.09,2016-04-11,2028-01-01,CURRENT,YGY01,ACTIVE
8124,7396,Mortgage,1656421161,1304151328,8.6,2025-07-31,2033-11-29,CURRENT,SMG01,ACTIVE
8125,3268,Mortgage,1299293472,662072136,8.39,2024-09-19,2036-01-14,CURRENT,BDG01,ACTIVE
8126,8977,Personal Loan,85022369,28856674,14.33,2023-04-18,2030-12-06,CURRENT,YGY01,ACTIVE
8127,9109,Working Capital,691875070,465792521,8.93,2024-02-01,2028-12-09,CURRENT,BDG01,ACTIVE
8128,1333,Mortgage,1108555497,826206307,7.71,2023-10-22,2035-03-06,CURRENT,JKT01,ACTIVE
8129,2133,Personal Loan,25163664,15188043,11.83,2023-11-17,2030-05-26,CURRENT,SMG01,ACTIVE
8130,7191,Auto Loan,230270644,145578072,6.49,2016-05-22,2028-05-28,CURRENT,YGY01,ACTIVE
8131,4022,Credit Card,128362340,51128288,20.69,2021-08-08,2027-03-04,CURRENT,BDG01,ACTIVE
8132,7486,Personal Loan,222702348,212848608,13.62,2022-03-23,2027-08-28,CURRENT,SBY01,ACTIVE
8133,1295,Credit Card,131609035,64700356,19.17,2017-06-08,2026-11-15,CURRENT,SMG01,ACTIVE
8134,2812,Personal Loan,70418874,39371336,17.0,2024-12-25,2032-04-25,CURRENT,MDN01,ACTIVE
8135,3178,Mortgage,820220238,710338886,6.5,2025-03-19,2044-03-17,CURRENT,MDN01,ACTIVE
8136,107,Personal Loan,130141751,105412582,10.24,2017-06-21,2027-08-23,CURRENT,JKT01,ACTIVE
8137,5899,Personal Loan,37945549,16273581,15.23,2023-04-18,2027-04-02,SUBSTANDARD,JKT01,ACTIVE
8138,3769,Personal Loan,172383865,88875751,13.39,2023-03-23,2030-10-01,DOUBTFUL,JKT02,ACTIVE
8139,4630,Personal Loan,71286553,62408148,9.16,2019-12-01,2027-08-04,CURRENT,JKT02,ACTIVE
8140,3225,Mortgage,1102166741,273541272,6.0,2023-11-02,2035-11-18,CURRENT,JKT01,ACTIVE
8141,4759,Working Capital,1557518301,1306089338,10.15,2025-10-10,2032-09-20,CURRENT,BDG01,ACTIVE
8142,2988,Auto Loan,355671756,239480254,10.07,2025-01-12,2030-11-19,CURRENT,SBY01,ACTIVE
8143,8340,Personal Loan,85281373,73469930,14.67,2017-07-29,2028-05-22,CURRENT,JKT01,ACTIVE
8144,6923,Credit Card,153498329,59366868,19.18,2025-02-24,2027-01-15,CURRENT,SMG01,ACTIVE
8145,4313,Auto Loan,499279403,281896883,11.21,2024-10-15,2029-12-22,CURRENT,YGY01,ACTIVE
8146,2641,Personal Loan,195492595,3073273,15.63,2023-04-28,2026-01-24,CURRENT,SBY01,CLOSED
8147,6285,Mortgage,595158584,276343404,7.43,2017-01-07,2027-09-24,CURRENT,SMG01,ACTIVE
8148,9864,Personal Loan,47164399,31108885,17.23,2020-06-28,2027-10-08,CURRENT,JKT01,ACTIVE
8149,6504,Mortgage,1543590090,424618158,8.37,2024-01-24,2041-04-01,CURRENT,YGY01,ACTIVE
8150,3519,Working Capital,1604407334,886570402,10.58,2023-08-19,2028-11-20,CURRENT,JKT02,ACTIVE
8151,1685,Auto Loan,113823162,364978,10.92,2024-05-10,2026-02-13,CURRENT,YGY01,CLOSED
8152,1004,Personal Loan,147333921,90969830,11.06,2020-03-21,2027-10-31,CURRENT,JKT02,ACTIVE
8153,9953,Personal Loan,170346477,123321903,16.02,2025-01-31,2028-06-17,CURRENT,SBY01,ACTIVE
8154,1058,Mortgage,268184919,131488568,8.5,2022-08-27,2034-02-10,CURRENT,YGY01,RESTRUCTURED
8155,7869,Auto Loan,256744901,95619587,10.41,2022-10-17,2030-09-28,SPECIAL_MENTION,MDN01,ACTIVE
8156,6757,Working Capital,966090599,449388244,11.36,2018-02-24,2026-10-24,CURRENT,SMG01,ACTIVE
8157,3881,Auto Loan,321379417,212324283,9.82,2020-11-30,2026-06-06,CURRENT,YGY01,ACTIVE
8158,4169,Working Capital,1702273702,869071459,11.67,2022-01-26,2027-11-21,CURRENT,YGY01,ACTIVE
8159,5890,Working Capital,894486607,558003599,9.62,2024-12-14,2026-05-20,CURRENT,SMG01,ACTIVE
8160,3491,Mortgage,539493620,105621871,5.87,2026-01-13,2039-01-04,CURRENT,JKT02,ACTIVE
8161,9577,Working Capital,1062843606,649851775,11.6,2020-02-15,2027-12-05,CURRENT,MDN01,ACTIVE
8162,795,Mortgage,2196207150,70386230,8.43,2026-01-10,2025-12-18,CURRENT,YGY01,CLOSED
8163,5352,Credit Card,176243184,127860043,18.07,2017-10-16,2028-05-22,CURRENT,SBY01,ACTIVE
8164,9653,Credit Card,46685641,44078956,22.21,2023-06-23,2026-06-23,SPECIAL_MENTION,YGY01,RESTRUCTURED
8165,8252,Mortgage,858664050,716789108,7.21,2020-02-14,2030-04-10,CURRENT,JKT02,ACTIVE
8166,4403,Working Capital,814710231,668826252,11.25,2017-11-29,2027-04-26,SUBSTANDARD,JKT01,ACTIVE
8167,7765,Credit Card,51180755,44105405,21.9,2024-02-29,2027-08-06,SPECIAL_MENTION,SBY01,ACTIVE
8168,4760,Credit Card,45161790,24426463,19.27,2024-01-22,2026-08-12,CURRENT,MDN01,ACTIVE
8169,3271,Mortgage,1410153725,692431524,9.15,2018-03-20,2029-07-24,CURRENT,MDN01,ACTIVE
8170,8998,Personal Loan,69313382,43721541,12.74,2024-10-25,2030-03-01,CURRENT,BDG01,ACTIVE
8171,5348,Personal Loan,133704722,76288999,11.23,2025-12-23,2033-02-24,CURRENT,JKT02,ACTIVE
8172,7188,Mortgage,1733458895,793215444,8.08,2017-04-22,2026-08-22,CURRENT,JKT01,ACTIVE
8173,3283,Mortgage,1633647907,924341692,8.94,2016-05-30,2028-02-27,SUBSTANDARD,SBY01,RESTRUCTURED
8174,1331,Personal Loan,312543711,238874678,12.12,2023-01-22,2028-10-30,CURRENT,YGY01,ACTIVE
8175,1925,Credit Card,49913808,36963959,17.59,2017-06-09,2026-05-07,CURRENT,YGY01,ACTIVE
8176,4295,Credit Card,31820126,21559538,21.88,2019-07-24,2026-11-06,CURRENT,YGY01,ACTIVE
8177,2286,Working Capital,1045091625,19589380,13.32,2023-09-14,2026-03-03,CURRENT,SMG01,CLOSED
8178,8384,Personal Loan,354400528,236526709,14.1,2022-07-30,2028-10-31,CURRENT,BDG01,RESTRUCTURED
8179,9812,Credit Card,66840787,41138428,19.87,2018-03-30,2027-08-01,SPECIAL_MENTION,BDG01,RESTRUCTURED
8180,855,Mortgage,740861480,12116345,6.75,2021-05-01,2026-02-11,CURRENT,SMG01,CLOSED
8181,5482,Auto Loan,136206969,96977777,9.38,2018-02-09,2027-09-14,CURRENT,SMG01,ACTIVE
8182,3175,Mortgage,896455646,323627213,9.48,2016-03-30,2028-08-14,SPECIAL_MENTION,SMG01,ACTIVE
8183,6948,Working Capital,501967590,150464250,13.05,2019-09-09,2026-10-17,CURRENT,MDN01,ACTIVE
8184,4913,Mortgage,1027515863,5167345,8.65,2020-04-09,2025-12-03,CURRENT,YGY01,CLOSED
8185,7978,Personal Loan,78048264,57841882,15.8,2023-04-14,2028-12-01,CURRENT,BDG01,ACTIVE
8186,9934,Personal Loan,144930056,62389603,13.95,2026-01-13,2028-06-18,CURRENT,SBY01,ACTIVE
8187,1026,Credit Card,80629162,413843,21.9,2016-11-13,2021-10-07,CURRENT,SBY01,CLOSED
8188,4170,Credit Card,78278960,60986179,21.48,2016-03-03,2027-09-21,CURRENT,SMG01,ACTIVE
8189,450,Personal Loan,91057531,20832419,17.11,2025-04-03,2032-09-29,CURRENT,JKT02,ACTIVE
8190,3820,Mortgage,1178583830,519871905,7.8,2023-03-06,2028-06-09,CURRENT,JKT02,ACTIVE
8191,6048,Mortgage,666535105,357642301,9.11,2022-07-05,2030-12-30,SUBSTANDARD,JKT01,ACTIVE
8192,7515,Mortgage,1883442703,1376527853,5.84,2018-02-21,2028-01-17,SPECIAL_MENTION,BDG01,ACTIVE
8193,5736,Credit Card,68665749,44723861,21.27,2019-01-07,2027-06-22,CURRENT,YGY01,ACTIVE
8194,105,Mortgage,403008482,231044009,6.93,2020-12-18,2030-05-07,CURRENT,SBY01,ACTIVE
8195,1207,Personal Loan,163566928,109135082,15.4,2021-08-09,2027-04-29,SPECIAL_MENTION,MDN01,ACTIVE
8196,3374,Working Capital,327253036,2931494,12.25,2017-03-19,2022-06-06,CURRENT,JKT02,CLOSED
8197,8697,Working Capital,324319243,208063276,12.47,2022-09-02,2027-05-18,CURRENT,YGY01,ACTIVE
8198,758,Personal Loan,327451931,161448406,10.34,2018-11-08,2028-05-21,SPECIAL_MENTION,BDG01,ACTIVE
8199,5337,Mortgage,1594983261,898211203,6.03,2016-05-01,2030-02-02,CURRENT,SBY01,ACTIVE
8200,4868,Credit Card,90933680,63982985,19.78,2018-10-23,2027-03-11,SPECIAL_MENTION,SMG01,ACTIVE
8201,1809,Personal Loan,292694070,213026562,9.99,2019-11-22,2028-03-30,CURRENT,MDN01,ACTIVE
8202,5701,Working Capital,1704156061,16490311,13.62,2021-03-30,2026-01-15,CURRENT,SMG01,CLOSED
8203,9150,Auto Loan,350132127,226209714,9.59,2016-11-05,2028-03-26,CURRENT,JKT01,ACTIVE
8204,7997,Auto Loan,320510994,233675898,8.41,2020-04-14,2026-10-12,CURRENT,SBY01,ACTIVE
8205,6982,Credit Card,25801895,20184412,21.29,2020-12-05,2027-12-08,CURRENT,BDG01,ACTIVE
8206,9085,Mortgage,2281090808,818713421,9.45,2017-12-02,2027-08-14,CURRENT,YGY01,ACTIVE
8207,7265,Credit Card,45395256,21724147,22.57,2023-08-10,2027-12-16,CURRENT,JKT02,ACTIVE
8208,5063,Credit Card,66643216,33719261,20.06,2024-12-18,2026-07-12,CURRENT,MDN01,RESTRUCTURED
8209,6274,Mortgage,425085776,256700783,6.84,2019-07-25,2027-01-03,CURRENT,MDN01,ACTIVE
8210,1250,Mortgage,483060384,336362005,9.08,2017-09-30,2028-04-05,CURRENT,JKT01,ACTIVE
8211,2465,Mortgage,552714650,381328368,6.42,2025-03-31,2035-01-25,CURRENT,YGY01,ACTIVE
8212,2759,Mortgage,361881894,195517749,7.03,2021-05-02,2030-01-18,CURRENT,JKT02,ACTIVE
8213,1576,Credit Card,80853208,175987,21.85,2019-06-08,2024-01-19,CURRENT,YGY01,CLOSED
8214,7793,Personal Loan,60881383,34047189,8.25,2024-06-26,2027-10-30,CURRENT,MDN01,ACTIVE
8215,2560,Mortgage,1586478140,921327126,9.0,2023-07-06,2034-09-20,CURRENT,SBY01,ACTIVE
8216,2408,Mortgage,1735626304,1269836797,5.32,2019-09-01,2026-07-23,CURRENT,SMG01,ACTIVE
8217,8507,Auto Loan,284157270,208277309,9.11,2020-01-21,2027-12-01,CURRENT,MDN01,ACTIVE
8218,9085,Auto Loan,268446060,90922554,9.34,2025-08-03,2029-06-04,CURRENT,JKT02,ACTIVE
8219,8058,Mortgage,1326021915,689596023,5.09,2016-06-23,2028-05-25,CURRENT,SBY01,ACTIVE
8220,2745,Mortgage,1891748310,1213739962,5.48,2017-10-02,2030-03-16,CURRENT,YGY01,ACTIVE
8221,5888,Working Capital,2094573606,1654922123,9.62,2021-03-29,2027-07-28,CURRENT,JKT02,ACTIVE
8222,2449,Credit Card,57358383,33686216,19.77,2021-05-09,2027-12-21,CURRENT,MDN01,ACTIVE
8223,6141,Mortgage,1291919317,817886286,5.15,2020-11-05,2028-07-12,CURRENT,JKT01,ACTIVE
8224,4945,Personal Loan,30790385,14046671,9.78,2020-04-12,2026-07-14,CURRENT,SMG01,ACTIVE
8225,8914,Working Capital,292145430,189828206,9.05,2023-08-11,2028-10-14,CURRENT,JKT01,ACTIVE
8226,4093,Auto Loan,248067121,216494212,11.13,2017-12-29,2026-10-24,CURRENT,JKT02,ACTIVE
8227,8467,Mortgage,1195051489,793095566,9.73,2019-01-08,2037-05-12,SPECIAL_MENTION,SBY01,ACTIVE
8228,4006,Personal Loan,111850408,93011697,9.9,2018-01-05,2026-12-13,CURRENT,SMG01,ACTIVE
8229,20,Working Capital,759254671,560329921,8.3,2023-12-16,2027-05-04,CURRENT,SBY01,ACTIVE
8230,7576,Working Capital,347563517,218945210,7.84,2017-03-10,2027-08-10,CURRENT,SMG01,ACTIVE
8231,814,Personal Loan,220757817,117185184,16.53,2016-08-25,2028-03-21,CURRENT,JKT01,ACTIVE
8232,918,Auto Loan,214216485,141685566,8.03,2020-01-23,2028-08-27,CURRENT,JKT02,ACTIVE
8233,3758,Auto Loan,259272783,177272270,9.33,2022-11-06,2030-08-18,CURRENT,YGY01,ACTIVE
8234,7408,Working Capital,2735984805,2072860732,8.93,2022-05-12,2028-01-23,CURRENT,BDG01,ACTIVE
8235,8855,Credit Card,166903577,1651506,19.04,2021-03-30,2023-12-06,CURRENT,YGY01,CLOSED
8236,1216,Mortgage,1101439372,563234671,9.74,2025-10-15,2038-06-27,CURRENT,JKT02,ACTIVE
8237,1078,Working Capital,1099808310,504512422,8.87,2023-08-08,2028-02-23,CURRENT,JKT02,ACTIVE
8238,8800,Personal Loan,55097288,420111,17.28,2022-11-30,2026-03-12,CURRENT,MDN01,CLOSED
8239,8218,Auto Loan,352721895,158657482,8.85,2018-09-19,2026-09-16,CURRENT,MDN01,ACTIVE
8240,7964,Personal Loan,145005039,109274447,9.85,2017-03-07,2028-03-31,CURRENT,SMG01,ACTIVE
8241,4126,Working Capital,558004700,317661615,8.63,2022-04-23,2026-11-29,CURRENT,MDN01,ACTIVE
8242,6754,Personal Loan,112291809,83092405,9.43,2020-10-22,2027-04-11,CURRENT,JKT02,ACTIVE
8243,331,Personal Loan,164558925,127945797,16.72,2025-09-17,2032-02-17,CURRENT,BDG01,ACTIVE
8244,1675,Mortgage,947125813,7408885,5.68,2020-09-21,2026-02-23,CURRENT,JKT02,CLOSED
8245,4542,Credit Card,39414800,23375655,20.75,2021-03-22,2026-11-09,CURRENT,SMG01,ACTIVE
8246,6889,Auto Loan,617149785,445757927,9.73,2022-11-07,2027-03-29,CURRENT,JKT02,ACTIVE
8247,6423,Mortgage,809365021,717270753,10.22,2020-05-20,2039-05-04,CURRENT,BDG01,ACTIVE
8248,448,Credit Card,57004482,456967,19.07,2025-03-25,2026-01-23,CURRENT,SBY01,CLOSED
8249,318,Mortgage,1445504316,1024359730,8.83,2020-05-19,2035-05-26,SUBSTANDARD,YGY01,ACTIVE
8250,9994,Credit Card,55804012,19143795,18.39,2022-05-21,2026-04-26,CURRENT,JKT01,ACTIVE
8251,1663,Personal Loan,58509230,18067642,16.28,2023-09-19,2027-03-25,CURRENT,SMG01,ACTIVE
8252,1109,Personal Loan,156931617,1795630,13.65,2019-10-30,2025-05-08,CURRENT,MDN01,CLOSED
8253,7374,Mortgage,343458463,192920925,6.81,2023-12-10,2040-05-12,CURRENT,MDN01,ACTIVE
8254,5787,Mortgage,436699724,218610811,5.63,2021-01-13,2030-07-27,SPECIAL_MENTION,SMG01,ACTIVE
8255,7752,Credit Card,204829653,77257448,22.51,2017-10-23,2027-12-14,CURRENT,YGY01,ACTIVE
8256,7003,Personal Loan,163506188,101677921,12.98,2018-11-09,2028-02-17,SUBSTANDARD,MDN01,ACTIVE
8257,8563,Mortgage,507194608,379140447,5.16,2024-01-23,2038-01-18,CURRENT,YGY01,ACTIVE
