transaction_id,customer_id,account_id,transaction_timestamp,transaction_date,transaction_type,channel,amount,currency_code,merchant_category,merchant_name,origin_city,destination_city,origin_branch_code,device_id,device_os,ip_address,network_type,is_new_device,is_foreign_ip,customer_segment,customer_age,account_tenure_days,days_since_last_txn,txn_count_1d,txn_count_7d,txn_amount_1d,txn_amount_7d,avg_txn_amount_30d,amount_vs_avg_30d_ratio,is_round_amount,is_night_txn,is_weekend_txn,failed_login_count_24h,beneficiary_bank,beneficiary_account_age_days,is_new_beneficiary,distance_from_home_km,velocity_risk_score,behavioral_risk_score,fraud_flag,fraud_reason
903194,7792,18316,2025-10-15 16:33:03,2025-10-15,transfer,mobile_app,61124557,IDR,bank_transfer,BNI Transfer Hub,Jakarta,Jakarta,JKT01,INT-07792-01,Android,36.143.202.205,wifi,0,0,Priority,49,4973,0,2,3,62752833,64253593,1564518.0,39.07,0,0,0,1,BNI,638,0,21.68,77.1,42.39,0,legitimate_activity
903195,2380,3689,2025-10-15 17:05:18,2025-10-15,card_payment,edc,1800833,IDR,fnb,Food Avenue,Bandung,Bandung,BDG01,BRA-02380-01,POS,114.133.180.210,merchant_network,0,0,Priority,39,299,1,1,3,1800833,23583814,10891490.5,0.17,0,0,0,0,BNI,89,0,4.06,26.78,12.58,0,legitimate_activity
903196,2282,10952,2025-10-15 17:19:30,2025-10-15,card_payment,edc,20355730,IDR,travel,Rail Ticket,Medan,Medan,MDN01,EDC-02282-01,POS,139.177.102.97,merchant_network,1,0,SME,45,3570,999,1,1,20355730,20355730,16454644.27,1.24,0,0,0,0,BSI,33,1,18.76,28.66,50.06,0,legitimate_activity
903197,1814,15674,2025-10-15 17:33:10,2025-10-15,bill_payment,branch,205949,IDR,education,School Tuition,Yogyakarta,Yogyakarta,YGY01,INT-01814-01,Branch Terminal,180.80.252.123,branch_network,0,0,Mass,22,125,0,2,2,5609080,5609080,5403131.0,0.04,0,0,0,1,Permata,435,0,6.81,36.06,12.24,0,legitimate_activity
903198,3656,7125,2025-10-15 17:37:02,2025-10-15,cash_out,atm,3471873,IDR,cash_pickup,Cash Pickup Counter,Yogyakarta,Yogyakarta,YGY01,INT-03656-01,ATM,180.194.97.164,atm_network,0,0,Priority,65,342,2,1,2,3471873,32780761,29308888.0,0.12,0,0,0,1,SeaBank,777,0,2.35,28.88,12.4,0,legitimate_activity
903199,6378,10276,2025-10-15 17:41:43,2025-10-15,card_payment,internet_banking,16000000,IDR,fashion,Urban Style,Semarang,Medan,SMG01,INT-06378-04,Web,203.1.91.239,cellular,1,1,Priority,64,1540,1,1,5,16000000,403134724,96783681.0,0.17,1,0,0,0,Jago,97,0,676.0,45.18,74.8,1,impossible_travel
903200,8855,17761,2025-10-15 18:05:46,2025-10-15,card_payment,edc,11545864,IDR,fashion,Kanvas Wear,Medan,Medan,MDN01,INT-08855-01,POS,139.40.168.243,merchant_network,0,0,Priority,53,1305,0,4,6,75625479,130957773,23882381.8,0.48,0,0,0,0,BCA,138,0,16.76,54.12,13.74,0,legitimate_activity
903201,5535,3486,2025-10-15 18:16:03,2025-10-15,transfer,mobile_app,72860013,IDR,wallet_transfer,CIMB Niaga Transfer Hub,Yogyakarta,Yogyakarta,YGY01,MOB-05535-01,Android,180.78.241.136,wifi,1,0,Priority,45,467,999,1,1,72860013,72860013,60127343.94,1.21,0,0,0,1,CIMB Niaga,72,1,17.12,32.04,49.94,0,legitimate_activity
903202,1464,1379,2025-10-15 18:23:45,2025-10-15,card_payment,internet_banking,4354179,IDR,fnb,Rasa Nusantara,Bandung,Bandung,BDG01,MOB-01464-01,Web,114.38.128.53,wifi,0,0,Mass,22,1,2,1,2,4354179,105989945,101635766.0,0.04,0,0,0,0,BNI,219,0,4.27,25.06,12.2,0,legitimate_activity
903203,1299,18109,2025-10-15 18:26:53,2025-10-15,card_payment,edc,4356596,IDR,electronics,ElectroHub,Jakarta,Semarang,JKT01,EDC-01299-01,POS,36.126.235.204,merchant_network,0,0,SME,24,1008,2,1,2,4356596,20865274,16508678.0,0.26,0,0,0,0,Permata,728,0,475.75,25.94,21.43,0,legitimate_activity
903204,4502,14797,2025-10-15 18:29:44,2025-10-15,card_payment,edc,3000000,IDR,grocery,Daily Needs,Yogyakarta,Yogyakarta,YGY01,EDC-04502-02,POS,180.174.170.137,merchant_network,1,0,Mass,31,4539,2,1,2,3000000,9208345,6208345.0,0.48,1,0,0,0,Jago,26,1,6.86,42.82,59.56,1,mule_pattern
903205,3131,903131,2025-10-15 18:33:28,2025-10-15,cash_out,atm,14000000,IDR,cash_pickup,Cash Pickup Counter,Surabaya,Jakarta,SBY01,ATM-03131-02,ATM,185.39.244.87,atm_network,1,1,Mass,63,1,0,2,2,20794070,20794070,6794070.0,2.06,1,0,0,0,Mandiri,40,1,786.74,56.64,98.48,1,impossible_travel
903206,6155,7867,2025-10-15 19:00:31,2025-10-15,cash_out,atm,4382607,IDR,atm_withdrawal,ATM Cash Withdrawal,Medan,Medan,MDN01,ATM-06155-01,ATM,139.93.43.190,atm_network,1,0,SME,28,369,999,1,1,4382607,4382607,4263904.28,1.03,0,0,0,1,BNI,98,1,3.75,31.32,49.16,0,legitimate_activity
903207,1464,1379,2025-10-15 19:12:45,2025-10-15,transfer,internet_banking,10000000,IDR,bank_transfer,Jago Transfer Hub,Bandung,Medan,BDG01,INT-01464-02,Web,118.133.87.109,cellular,1,1,Mass,22,1,0,2,3,14354179,115989945,52994972.5,0.19,1,0,0,1,Jago,14,1,1481.58,53.86,100.0,1,impossible_travel
903208,7190,5405,2025-10-15 19:46:53,2025-10-15,transfer,mobile_app,14295714,IDR,bank_transfer,BRI Transfer Hub,Surabaya,Surabaya,SBY01,ATM-07190-01,Android,120.225.88.37,wifi,0,0,Mass,34,1514,1,1,2,14295714,14809311,513597.0,27.83,0,0,0,2,BRI,185,1,22.87,71.9,58.42,0,legitimate_activity
903209,141,3030,2025-10-15 19:51:43,2025-10-15,transfer,edc,84649912,IDR,bank_transfer,Jago Transfer Hub,Bandung,Jakarta,BDG01,EDC-00141-02,POS,114.171.79.179,merchant_network,1,0,Priority,62,3537,0,2,2,84699912,84699912,50000.0,1693.0,0,0,0,0,Jago,287,1,689.14,72.4,88.53,0,legitimate_activity
903210,3102,903102,2025-10-15 19:52:35,2025-10-15,bill_payment,edc,505515,IDR,insurance,Asuransi Sehat,Surabaya,Surabaya,SBY01,MOB-03102-01,POS,120.230.106.169,merchant_network,0,0,Mass,44,3247,2,1,2,505515,2424554,1919039.0,0.26,0,0,0,1,Jago,776,0,13.51,29.44,13.03,0,legitimate_activity
903211,80,14760,2025-10-15 20:02:10,2025-10-15,transfer,edc,53211033,IDR,wallet_transfer,Jago Transfer Hub,Bandung,Bandung,BDG01,INT-00080-02,POS,114.214.72.5,merchant_network,0,0,Priority,54,1853,2,1,5,53211033,780628026,181854248.25,0.29,0,0,0,0,Jago,1165,0,2.05,29.66,12.91,0,legitimate_activity
903212,6155,5955,2025-10-15 20:20:31,2025-10-15,topup,internet_banking,2777432,IDR,e_wallet,DANA Topup,Medan,Yogyakarta,MDN01,INT-06155-02,Web,203.138.204.236,cellular,1,1,SME,28,369,0,2,2,7160039,7160039,4382607.0,0.63,0,0,0,1,CIMB Niaga,72,0,1794.91,54.42,85.89,1,impossible_travel
903213,1816,13083,2025-10-15 20:40:48,2025-10-15,transfer,edc,3331097,IDR,peer_transfer,BRI Transfer Hub,Yogyakarta,Yogyakarta,YGY01,MOB-01816-01,POS,180.55.175.195,merchant_network,0,0,Mass,41,170,1,1,3,3331097,35696128,16182515.5,0.21,0,0,0,2,BRI,266,1,10.41,33.94,28.82,0,legitimate_activity
903214,73,17264,2025-10-15 20:44:56,2025-10-15,topup,mobile_app,1480822,IDR,mobile_topup,Pulsa Instan,Yogyakarta,Yogyakarta,YGY01,INT-00073-01,Android,180.72.180.133,wifi,0,0,Priority,61,3789,0,2,3,16759044,19004043,8761610.5,0.17,0,0,0,2,BRI,775,0,21.89,41.28,12.91,0,legitimate_activity
903215,7738,8743,2025-10-15 20:53:50,2025-10-15,transfer,internet_banking,126359623,IDR,peer_transfer,BRI Transfer Hub,Bandung,Bandung,BDG01,EDC-07738-01,Web,185.38.77.95,cellular,0,1,SME,43,2904,1,1,2,126359623,171859623,45500000.0,2.78,0,0,0,0,BRI,171,1,20.92,36.02,56.72,0,legitimate_activity
903216,1418,14257,2025-10-15 20:54:47,2025-10-15,card_payment,edc,10060298,IDR,travel,Traveloka Merchant,Surabaya,Surabaya,SBY01,EDC-01418-01,POS,120.198.110.89,merchant_network,1,0,SME,58,4194,999,1,1,10060298,10060298,10004962.73,1.01,0,0,0,0,BNI,119,1,21.03,27.74,49.41,0,legitimate_activity
903217,38,7706,2025-10-15 20:56:54,2025-10-15,card_payment,edc,17146987,IDR,fnb,Rasa Nusantara,Semarang,Semarang,SMG01,MOB-00038-01,POS,125.230.92.225,merchant_network,0,0,SME,25,1267,0,2,2,802146987,802146987,785000000.0,0.02,0,0,0,0,BCA,969,0,15.01,32.48,12.33,0,legitimate_activity
903218,1535,16327,2025-10-15 21:39:51,2025-10-15,transfer,mobile_app,11091274,IDR,peer_transfer,Jago Transfer Hub,Medan,Semarang,MDN01,MOB-01535-01,iOS,203.73.103.197,cellular,1,1,Mass,64,4591,999,1,1,11091274,11091274,9775791.55,1.13,0,0,0,2,Jago,31,1,655.36,51.22,93.31,1,mule_pattern
903219,3681,903681,2025-10-15 21:44:15,2025-10-15,transfer,mobile_app,5324577,IDR,peer_transfer,BSI Transfer Hub,Medan,Bandung,MDN01,INT-03681-01,Android,139.24.206.143,wifi,0,0,Mass,61,2696,2,1,2,5324577,103495354,98170777.0,0.05,0,0,0,1,BSI,1200,0,1479.85,28.6,34.15,0,legitimate_activity
903220,9478,909478,2025-10-15 21:44:48,2025-10-15,transfer,branch,12072078,IDR,peer_transfer,Permata Transfer Hub,Yogyakarta,Yogyakarta,YGY01,EDC-09478-01,Branch Terminal,180.168.194.94,branch_network,0,0,Mass,38,279,1,1,2,12072078,41369525,29297447.0,0.41,0,0,0,0,Permata,147,0,6.42,26.54,13.35,0,legitimate_activity
903221,5666,7508,2025-10-15 21:50:08,2025-10-15,bill_payment,internet_banking,1992760,IDR,utility,Gas Nusantara,Surabaya,Surabaya,SBY01,INT-05666-01,Web,120.70.126.50,cellular,1,0,Mass,27,1534,999,1,1,1992760,1992760,2306219.62,0.86,0,0,0,0,Jago,220,1,1.59,27.14,48.61,0,legitimate_activity
903222,2842,12756,2025-10-15 22:25:25,2025-10-15,bill_payment,internet_banking,1790388,IDR,utility,PAM Utility,Semarang,Semarang,SMG01,EDC-02842-02,Web,125.84.49.225,wifi,0,0,Mass,38,2202,0,2,4,30790388,61308188,19839266.67,0.09,0,0,0,1,BNI,16,1,21.58,38.66,28.66,0,legitimate_activity
903223,8522,908522,2025-10-15 22:28:51,2025-10-15,card_payment,edc,5500000,IDR,travel,Traveloka Merchant,Surabaya,Surabaya,SBY01,MOB-08522-01,POS,120.91.194.57,merchant_network,0,0,Mass,42,4914,1,1,2,5500000,41500000,36000000.0,0.15,1,0,0,1,BCA,231,0,9.94,29.0,12.63,0,legitimate_activity
903224,2354,7005,2025-10-15 22:34:30,2025-10-15,transfer,mobile_app,19181722,IDR,peer_transfer,BNI Transfer Hub,Jakarta,Bandung,JKT01,ATM-02354-01,iOS,36.22.227.113,wifi,0,0,Priority,25,2101,2,1,3,19181722,221208228,67470274.33,0.28,0,0,0,2,BNI,506,0,674.48,34.22,25.1,0,legitimate_activity
903225,4476,18698,2025-10-15 22:43:34,2025-10-15,bill_payment,edc,1652114,IDR,education,School Tuition,Bandung,Bandung,BDG01,EDC-04476-01,POS,114.166.91.41,merchant_network,0,0,Mass,62,4341,0,2,2,24949565,24949565,23297451.0,0.07,0,0,0,0,Jago,679,0,18.26,32.68,12.54,0,legitimate_activity
903226,3570,3359,2025-10-15 22:59:37,2025-10-15,bill_payment,mobile_app,706384,IDR,telecom,Telkomsel Payment,Jakarta,Jakarta,JKT01,MOB-03570-01,Android,36.29.143.168,cellular,1,0,Mass,49,1,999,1,1,706384,706384,781724.14,0.9,0,0,0,1,Mandiri,123,1,5.44,30.8,48.8,0,legitimate_activity
903227,6309,11288,2025-10-15 23:16:59,2025-10-15,cash_out,atm,4676403,IDR,cash_pickup,Cash Pickup Counter,Jakarta,Jakarta,JKT01,BRA-06309-01,ATM,36.141.207.75,atm_network,0,0,SME,61,1218,2,1,4,4676403,101226805,32183467.33,0.15,0,0,0,2,Permata,1485,0,8.21,34.9,12.6,0,legitimate_activity
903228,5261,5511,2025-10-15 23:25:39,2025-10-15,card_payment,atm,10210992,IDR,travel,SkyFly,Medan,Medan,MDN01,MOB-05261-01,ATM,139.98.164.27,atm_network,0,0,SME,53,3077,1,1,4,10210992,26733990,5507666.0,1.85,0,0,0,2,Permata,115,1,11.95,41.7,33.77,0,legitimate_activity
903229,4140,10273,2025-10-15 23:50:37,2025-10-15,bill_payment,internet_banking,569251,IDR,utility,PAM Utility,Bandung,Jakarta,BDG01,MOB-04140-02,Web,114.149.95.248,wifi,0,0,Mass,38,1901,2,1,5,569251,55268679,13674857.0,0.04,0,0,0,2,BCA,78,1,676.98,35.66,40.43,0,legitimate_activity
903230,2396,11615,2025-10-15 23:54:29,2025-10-15,bill_payment,edc,3862964,IDR,insurance,Proteksi Keluarga,Medan,Medan,MDN01,MOB-02396-01,POS,139.33.63.221,merchant_network,0,0,SME,38,1218,2,1,2,3862964,501117349,497254385.0,0.01,0,0,0,1,CIMB Niaga,1289,0,16.37,28.44,12.33,0,legitimate_activity
903231,7413,3834,2025-10-16 00:02:06,2025-10-16,bill_payment,mobile_app,908352,IDR,education,Learning Center,Semarang,Semarang,SMG01,ATM-07413-01,iOS,125.152.92.134,wifi,0,0,Mass,22,1534,1,3,3,13908352,13908352,6500000.0,0.14,0,1,0,2,BNI,226,1,10.5,53.66,28.61,0,legitimate_activity
903232,8181,18362,2025-10-16 00:02:41,2025-10-16,transfer,internet_banking,63500000,IDR,peer_transfer,Mandiri Transfer Hub,Surabaya,Medan,SBY01,MOB-08181-01,Web,120.153.75.64,cellular,0,0,Priority,56,1677,2,1,2,63500000,149928653,86428653.0,0.73,1,1,0,9,Mandiri,33,1,668.85,80.32,54.35,1,new_device_high_amount
903233,6799,18627,2025-10-16 00:05:06,2025-10-16,card_payment,edc,16500000,IDR,electronics,Gadget Point,Surabaya,Surabaya,SBY01,MOB-06799-01,POS,120.176.53.20,merchant_network,0,0,SME,39,2031,2,1,2,16500000,239500000,223000000.0,0.07,1,1,0,2,BNI,1064,0,3.83,37.18,12.28,0,legitimate_activity
903234,1091,16303,2025-10-16 00:08:54,2025-10-16,card_payment,edc,27000000,IDR,electronics,Digital Square,Semarang,Semarang,SMG01,EDC-01091-03,POS,185.35.129.127,merchant_network,1,1,Priority,30,4519,0,2,3,251931377,253522043,113261021.5,0.24,1,1,0,3,Mandiri,34,1,19.27,66.06,79.07,1,account_takeover
903235,3980,3582,2025-10-16 00:12:23,2025-10-16,card_payment,edc,83215582,IDR,fashion,Kanvas Wear,Bandung,Yogyakarta,BDG01,EDC-03980-01,POS,58.248.90.32,merchant_network,1,1,Priority,55,879,999,1,1,83215582,83215582,75002928.39,1.11,0,1,0,3,Mandiri,24,1,413.3,59.64,88.84,1,new_device_high_amount
903236,2270,13787,2025-10-16 00:12:30,2025-10-16,transfer,internet_banking,121000000,IDR,peer_transfer,Mandiri Transfer Hub,Bandung,Bandung,BDG01,INT-02270-01,Web,114.161.192.89,wifi,1,0,Priority,26,956,999,1,1,121000000,121000000,121606364.21,1.0,1,1,0,8,Mandiri,15,1,23.4,76.7,61.43,1,new_device_high_amount
903237,5574,905574,2025-10-16 00:15:13,2025-10-16,transfer,internet_banking,60500000,IDR,bank_transfer,SeaBank Transfer Hub,Semarang,Semarang,SMG01,INT-05574-01,Web,203.147.225.111,cellular,1,1,Mass,27,2584,999,1,1,60500000,60500000,48436086.87,1.25,1,1,0,4,SeaBank,30,1,7.68,63.7,81.89,1,new_device_high_amount
903238,1896,8753,2025-10-16 00:17:51,2025-10-16,card_payment,edc,28690879,IDR,fnb,Rasa Nusantara,Yogyakarta,Bandung,YGY01,EDC-01896-01,POS,172.135.178.190,merchant_network,0,1,Mass,57,2955,0,2,4,29977191,48441391,6583504.0,4.36,0,1,0,6,Permata,37,1,370.54,94.24,79.82,1,new_device_high_amount
903239,7225,4311,2025-10-16 00:19:28,2025-10-16,bill_payment,internet_banking,2876102,IDR,telecom,XL Reload,Jakarta,Surabaya,JKT01,ATM-07225-02,Web,36.112.109.38,cellular,0,0,Priority,46,297,2,1,5,2876102,261648121,64693004.75,0.04,0,1,0,1,BCA,126,1,807.92,37.16,42.81,0,legitimate_activity
903240,9699,15236,2025-10-16 00:21:01,2025-10-16,card_payment,internet_banking,30500000,IDR,grocery,FreshMart,Bandung,Bandung,BDG01,INT-09699-01,Web,203.248.139.14,wifi,1,1,Mass,36,2619,999,1,1,30500000,30500000,25879251.45,1.18,1,1,0,7,BSI,38,1,23.65,73.92,81.97,1,account_takeover
903241,7735,14135,2025-10-16 00:21:49,2025-10-16,bill_payment,edc,7500000,IDR,utility,Gas Nusantara,Semarang,Jakarta,SMG01,EDC-07735-01,POS,203.96.135.193,merchant_network,1,1,Mass,54,1089,999,1,1,7500000,7500000,6660970.35,1.13,1,1,0,2,BCA,6,1,438.71,56.22,89.37,1,burst_transfer
903242,6769,906769,2025-10-16 00:24:47,2025-10-16,transfer,mobile_app,215500000,IDR,wallet_transfer,BRI Transfer Hub,Surabaya,Surabaya,SBY01,MOB-06769-01,Android,120.144.115.132,wifi,1,0,Priority,38,265,999,1,1,215500000,215500000,251731434.81,0.86,1,1,0,7,BRI,2,1,17.77,72.64,60.9,1,new_device_high_amount
903243,6337,18218,2025-10-16 00:24:49,2025-10-16,cash_out,atm,4437542,IDR,cash_pickup,Cash Pickup Counter,Bandung,Bandung,BDG01,ATM-06337-01,ATM,114.31.22.158,atm_network,0,0,Mass,65,3494,2,1,2,4437542,7360325,2922783.0,1.52,0,1,0,0,CIMB Niaga,175,1,2.16,35.98,32.6,0,legitimate_activity
903244,7393,8489,2025-10-16 00:29:42,2025-10-16,card_payment,edc,41744390,IDR,electronics,Digital Square,Yogyakarta,Yogyakarta,YGY01,EDC-07393-02,POS,180.83.132.141,merchant_network,1,0,Priority,42,1896,1,2,4,42046007,152525744,36927118.0,1.13,0,1,0,2,BRI,26,1,8.39,67.32,61.54,1,mule_pattern
903245,9045,909045,2025-10-16 00:37:42,2025-10-16,transfer,edc,43000000,IDR,bank_transfer,BRI Transfer Hub,Jakarta,Semarang,JKT01,EDC-09045-01,POS,172.130.77.129,merchant_network,0,1,Mass,26,208,0,2,2,49119186,49119186,9829097.47,4.37,1,1,0,3,BRI,4,1,445.05,81.38,81.2,1,new_device_high_amount
903246,8206,1640,2025-10-16 00:44:36,2025-10-16,cash_out,atm,92295239,IDR,cash_pickup,Cash Pickup Counter,Jakarta,Yogyakarta,JKT01,ATM-08206-02,ATM,203.231.176.49,atm_network,1,1,Priority,45,2906,2,1,3,92295239,97315154,2509957.5,36.77,0,1,0,2,BNI,26,1,569.14,94.1,100.0,1,burst_transfer
903247,9144,3506,2025-10-16 00:48:35,2025-10-16,cash_out,atm,15895146,IDR,cash_pickup,Cash Pickup Counter,Medan,Jakarta,MDN01,ATM-09144-01,ATM,139.110.132.73,atm_network,1,0,Mass,52,911,999,1,1,15895146,15895146,16400416.82,0.97,0,1,0,1,Jago,27,1,1459.75,52.08,82.91,1,burst_transfer
903248,5230,16755,2025-10-16 00:54:06,2025-10-16,card_payment,edc,93500000,IDR,fnb,Food Avenue,Medan,Bandung,MDN01,EDC-05230-01,POS,58.185.53.208,merchant_network,1,1,Priority,46,2973,999,1,1,93500000,93500000,107936291.53,0.87,1,1,0,5,BCA,35,1,1536.75,65.68,100.0,1,account_takeover
903249,6309,11288,2025-10-16 00:55:59,2025-10-16,transfer,mobile_app,236606089,IDR,wallet_transfer,BSI Transfer Hub,Jakarta,Medan,JKT01,MOB-06309-02,Android,203.14.29.145,cellular,1,1,SME,61,1219,1,2,5,241282492,337832894,25306701.25,9.35,0,1,0,0,BSI,36,1,1427.37,94.4,100.0,1,impossible_travel
903250,675,12096,2025-10-16 00:56:23,2025-10-16,transfer,edc,64438170,IDR,wallet_transfer,BNI Transfer Hub,Medan,Medan,MDN01,MOB-00675-01,POS,139.251.254.64,merchant_network,0,0,Priority,38,497,1,2,4,129753569,605041528,180201119.33,0.36,0,1,0,1,BNI,1274,0,4.02,44.74,13.15,0,legitimate_activity
903251,6564,6091,2025-10-16 01:02:42,2025-10-16,topup,internet_banking,911644,IDR,e_wallet,OVO Reload,Yogyakarta,Yogyakarta,YGY01,EDC-06564-03,Web,180.149.189.172,wifi,0,0,Priority,43,2571,1,2,7,29263263,1539537634,256437665.0,0.0,0,1,0,0,SeaBank,1486,0,3.61,43.4,12.07,0,legitimate_activity
903252,6204,5324,2025-10-16 01:04:50,2025-10-16,bill_payment,edc,443208,IDR,education,Campus Payment,Jakarta,Jakarta,JKT01,INT-06204-01,POS,36.30.196.89,merchant_network,0,0,Mass,58,1974,3,1,2,443208,18443208,18000000.0,0.02,0,1,0,0,BRI,1442,0,12.16,29.98,12.28,0,legitimate_activity
903253,4481,10228,2025-10-16 01:07:09,2025-10-16,cash_out,atm,44224249,IDR,atm_withdrawal,ATM Cash Withdrawal,Semarang,Semarang,SMG01,MOB-04481-01,ATM,125.132.107.33,atm_network,0,0,SME,57,3815,2,1,2,44224249,46490099,2265850.0,19.52,0,1,0,3,SeaBank,10,1,20.62,96.4,70.37,1,burst_transfer
903254,359,13607,2025-10-16 01:07:48,2025-10-16,cash_out,mobile_app,19056626,IDR,cash_pickup,Cash Pickup Counter,Jakarta,Yogyakarta,JKT01,MOB-00359-01,Android,36.56.161.80,cellular,1,0,Mass,29,3180,999,1,1,19056626,19056626,17237969.32,1.11,0,1,0,5,CIMB Niaga,26,1,536.22,66.64,71.08,1,new_device_high_amount
903255,2018,11264,2025-10-16 01:09:11,2025-10-16,bill_payment,atm,4000000,IDR,insurance,Proteksi Keluarga,Semarang,Bandung,SMG01,INT-02018-01,ATM,125.41.113.180,atm_network,0,0,Priority,27,870,3,1,4,4000000,414097296,136699098.67,0.03,1,1,0,2,SeaBank,144,0,456.59,39.42,20.39,0,legitimate_activity
903256,2270,13146,2025-10-16 01:13:41,2025-10-16,transfer,mobile_app,71000000,IDR,bank_transfer,BSI Transfer Hub,Bandung,Jakarta,BDG01,MOB-02270-02,Android,58.230.208.102,wifi,1,1,Priority,26,956,0,2,2,192000000,192000000,121000000.0,0.59,1,1,0,9,BSI,37,1,677.08,87.26,92.08,1,account_takeover
903257,2494,902494,2025-10-16 01:14:36,2025-10-16,card_payment,edc,17202035,IDR,travel,SkyFly,Surabaya,Yogyakarta,SBY01,EDC-02494-03,POS,120.188.248.3,merchant_network,1,0,Mass,22,601,0,2,5,59562821,94961871,19439959.0,0.88,0,1,0,4,BSI,38,1,369.03,74.52,67.35,1,new_device_high_amount
903258,1733,18845,2025-10-16 01:22:28,2025-10-16,topup,mobile_app,813643,IDR,e_wallet,OVO Reload,Medan,Medan,MDN01,EDC-01733-01,Android,139.16.216.50,cellular,0,0,Priority,55,2515,1,2,2,2232470,2232470,1418827.0,0.57,0,1,0,0,CIMB Niaga,230,1,11.52,39.68,29.92,0,legitimate_activity
903259,3829,16421,2025-10-16 01:24:43,2025-10-16,card_payment,edc,1181959,IDR,fnb,Food Avenue,Surabaya,Surabaya,SBY01,EDC-03829-01,POS,120.49.119.254,merchant_network,1,0,SME,47,1598,999,1,1,1181959,1181959,1201447.09,0.98,0,1,0,2,CIMB Niaga,157,1,7.32,39.62,49.07,0,legitimate_activity
903260,2261,4268,2025-10-16 01:25:53,2025-10-16,bill_payment,internet_banking,3328366,IDR,utility,PLN Biller,Surabaya,Surabaya,SBY01,EDC-02261-01,Web,120.216.130.233,wifi,0,0,Priority,63,3438,1,2,2,156797404,156797404,153469038.0,0.02,0,1,0,2,BSI,1045,0,23.39,44.48,12.49,0,legitimate_activity
903261,2396,6034,2025-10-16 01:29:24,2025-10-16,transfer,mobile_app,63500000,IDR,bank_transfer,BRI Transfer Hub,Medan,Medan,MDN01,MOB-02396-01,Android,103.19.116.115,cellular,0,1,SME,38,1219,1,2,3,67362964,564617349,250558674.5,0.25,1,1,0,4,BRI,14,1,3.69,69.6,60.82,1,burst_transfer
903262,2380,17371,2025-10-16 01:29:26,2025-10-16,bill_payment,mobile_app,26684376,IDR,telecom,Indosat Billing,Bandung,Bandung,BDG01,MOB-02380-03,iOS,203.123.179.233,wifi,1,1,Priority,40,300,0,2,5,346095874,369679688,85748828.0,0.31,0,1,0,4,Mandiri,85,0,22.23,72.24,63.33,1,new_device_high_amount
903263,9301,11155,2025-10-16 01:43:02,2025-10-16,transfer,internet_banking,1158500000,IDR,wallet_transfer,Permata Transfer Hub,Surabaya,Jakarta,SBY01,INT-09301-03,Web,43.29.123.237,cellular,1,1,SME,58,2907,2,1,6,1158500000,1476036361,284031630.49,4.08,1,1,0,4,Permata,83,0,785.7,81.02,88.53,1,account_takeover
903264,7841,5680,2025-10-16 01:44:20,2025-10-16,cash_out,atm,11500000,IDR,atm_withdrawal,ATM Cash Withdrawal,Semarang,Semarang,SMG01,EDC-07841-01,ATM,125.152.239.140,atm_network,0,0,SME,34,4637,1,2,2,12881837,12881837,1381837.0,8.32,1,1,0,2,Permata,173,1,18.78,77.68,53.3,0,legitimate_activity
903265,7540,907540,2025-10-16 01:53:47,2025-10-16,cash_out,atm,25394364,IDR,atm_withdrawal,ATM Cash Withdrawal,Yogyakarta,Yogyakarta,YGY01,ATM-07540-01,ATM,180.157.60.22,atm_network,1,0,SME,26,1728,999,1,1,25394364,25394364,29795144.46,0.85,0,1,0,0,CIMB Niaga,259,1,16.32,32.1,48.85,0,legitimate_activity
903266,5434,905434,2025-10-16 01:56:25,2025-10-16,bill_payment,edc,2098919,IDR,utility,PLN Biller,Medan,Medan,MDN01,MOB-05434-02,POS,139.139.180.141,merchant_network,0,0,Priority,58,3085,1,2,4,3913409,166224249,54708443.33,0.04,0,1,0,0,BNI,181,0,18.21,39.96,12.45,0,legitimate_activity
903267,6564,3431,2025-10-16 02:01:42,2025-10-16,transfer,internet_banking,419000000,IDR,bank_transfer,BCA Transfer Hub,Yogyakarta,Medan,YGY01,EDC-06564-03,Web,103.7.103.101,cellular,0,1,Priority,43,2571,0,3,8,448263263,1958537634,219933947.71,1.91,1,1,0,1,BCA,26,1,1799.43,79.24,87.73,1,impossible_travel
903268,5978,7014,2025-10-16 02:03:40,2025-10-16,cash_out,atm,2447896,IDR,cash_pickup,Cash Pickup Counter,Jakarta,Jakarta,JKT01,INT-05978-01,ATM,36.52.120.11,atm_network,0,0,Mass,34,4205,3,1,3,2447896,4307822,929963.0,2.63,0,1,0,1,BNI,1454,0,6.7,45.12,20.01,0,legitimate_activity
903269,9607,2618,2025-10-16 02:04:31,2025-10-16,transfer,mobile_app,26497064,IDR,wallet_transfer,BCA Transfer Hub,Semarang,Medan,SMG01,MOB-09607-01,Android,172.130.89.234,cellular,1,1,Mass,29,1811,999,1,1,26497064,26497064,23052947.89,1.15,0,1,0,1,BCA,38,1,626.65,52.8,92.84,1,impossible_travel
903270,7901,1477,2025-10-16 02:13:04,2025-10-16,transfer,internet_banking,28500000,IDR,peer_transfer,BSI Transfer Hub,Jakarta,Medan,JKT01,INT-07901-01,Web,36.157.61.190,wifi,1,0,SME,52,991,999,1,1,28500000,28500000,29683716.57,0.96,1,1,0,1,BSI,39,1,1452.15,52.04,82.88,1,burst_transfer
